IsoDatetime,forced_outages_mw,planned_outages_mw,forced_outages_uncertainty_mw,planned_outages_uncertainty_mw
2017-12-17T14:00:00,9.0,260.0,0.0,0.0
2017-12-17T15:00:00,9.0,260.0,0.0,0.0
2017-12-17T16:00:00,9.0,260.0,0.0,0.0
2017-12-17T17:00:00,9.0,260.0,0.0,0.0
2017-12-17T18:00:00,9.0,260.0,0.0,0.0
2017-12-17T19:00:00,9.0,260.0,0.0,0.0
2017-12-17T20:00:00,9.0,260.0,0.0,0.0
2017-12-17T21:00:00,9.0,260.0,0.0,0.0
2017-12-17T22:00:00,9.0,260.0,0.0,0.0
2017-12-17T23:00:00,9.0,260.0,0.0,0.0
2017-12-18T00:00:00,9.0,260.0,0.0,0.0
2017-12-18T01:00:00,9.0,260.0,0.0,0.0
2017-12-18T02:00:00,9.0,260.0,0.0,0.0
2017-12-18T03:00:00,9.0,260.0,0.0,0.0
2017-12-18T04:00:00,9.0,260.0,0.0,0.0
2017-12-18T05:00:00,9.0,260.0,0.0,0.0
2017-12-18T06:00:00,9.0,260.0,0.0,0.0
2017-12-18T07:00:00,9.0,260.0,0.0,0.0
2017-12-18T08:00:00,9.0,260.0,0.0,0.0
2017-12-18T09:00:00,9.0,333.0,0.0,0.0
2017-12-18T10:00:00,9.0,333.0,0.0,0.0
2017-12-18T11:00:00,9.0,333.0,0.0,0.0
2017-12-18T12:00:00,9.0,296.5,0.0,0.0
2017-12-18T13:00:00,9.0,333.0,0.0,0.0
2017-12-18T14:00:00,9.0,333.0,0.0,0.0
2017-12-18T15:00:00,18.0,333.0,0.0,0.0
2017-12-18T16:00:00,18.0,296.5,0.0,0.0
2017-12-18T17:00:00,18.0,260.0,0.0,0.0
2017-12-18T18:00:00,18.0,260.0,0.0,0.0
2017-12-18T19:00:00,18.0,260.0,0.0,0.0
2017-12-18T20:00:00,18.0,260.0,0.0,0.0
2017-12-18T21:00:00,18.0,260.0,0.0,0.0
2017-12-18T22:00:00,18.0,260.0,0.0,0.0
2017-12-18T23:00:00,18.0,260.0,0.0,0.0
2017-12-19T00:00:00,9.0,260.0,0.0,0.0
2017-12-19T01:00:00,9.0,260.0,0.0,0.0
2017-12-19T02:00:00,9.0,260.0,0.0,0.0
2017-12-19T03:00:00,9.0,260.0,0.0,0.0
2017-12-19T04:00:00,9.0,260.0,0.0,0.0
2017-12-19T05:00:00,9.0,260.0,0.0,0.0
2017-12-19T06:00:00,9.0,260.0,0.0,0.0
2017-12-19T07:00:00,9.0,260.0,0.0,0.0
2017-12-19T08:00:00,9.0,260.0,0.0,0.0
2017-12-19T09:00:00,9.0,333.0,0.0,0.0
2017-12-19T10:00:00,9.0,333.0,0.0,0.0
2017-12-19T11:00:00,9.0,333.0,0.0,0.0
2017-12-19T12:00:00,9.0,296.5,0.0,0.0
2017-12-19T13:00:00,9.0,333.0,0.0,0.0
2017-12-19T14:00:00,9.0,333.0,0.0,0.0
2017-12-19T15:00:00,9.0,333.0,0.0,0.0
2017-12-19T16:00:00,9.0,296.5,0.0,0.0
2017-12-19T17:00:00,9.0,260.0,0.0,0.0
2017-12-19T18:00:00,9.0,260.0,0.0,0.0
2017-12-19T19:00:00,9.0,260.0,0.0,0.0
2017-12-19T20:00:00,9.0,260.0,0.0,0.0
2017-12-19T21:00:00,9.0,260.0,0.0,0.0
2017-12-19T22:00:00,9.0,260.0,0.0,0.0
2017-12-19T23:00:00,9.0,260.0,0.0,0.0
2017-12-20T00:00:00,9.0,260.0,0.0,0.0
2017-12-20T01:00:00,9.0,260.0,0.0,0.0
2017-12-20T02:00:00,9.0,260.0,0.0,0.0
2017-12-20T03:00:00,9.0,260.0,0.0,0.0
2017-12-20T04:00:00,9.0,260.0,0.0,0.0
2017-12-20T05:00:00,9.0,260.0,0.0,0.0
2017-12-20T06:00:00,9.0,260.0,0.0,0.0
2017-12-20T07:00:00,9.0,260.0,0.0,0.0
2017-12-20T08:00:00,9.0,260.0,0.0,0.0
2017-12-20T09:00:00,9.0,260.0,0.0,0.0
2017-12-20T10:00:00,9.0,260.0,0.0,0.0
2017-12-20T11:00:00,9.0,260.0,0.0,0.0
2017-12-20T12:00:00,9.0,260.0,0.0,0.0
2017-12-20T13:00:00,9.0,260.0,0.0,0.0
2017-12-20T14:00:00,9.0,260.0,0.0,0.0
2017-12-20T15:00:00,9.0,260.0,0.0,0.0
2017-12-20T16:00:00,9.0,260.0,0.0,0.0
2017-12-20T17:00:00,16.0,260.0,0.0,0.0
2017-12-20T18:00:00,16.0,260.0,0.0,0.0
2017-12-20T19:00:00,16.0,260.0,0.0,0.0
2017-12-20T20:00:00,16.0,260.0,0.0,0.0
2017-12-20T21:00:00,16.0,260.0,0.0,0.0
2017-12-20T22:00:00,16.0,260.0,0.0,0.0
2017-12-20T23:00:00,16.0,260.0,0.0,0.0
2017-12-21T00:00:00,9.0,260.0,0.0,0.0
2017-12-21T01:00:00,39.0,260.0,0.0,0.0
2017-12-21T02:00:00,39.0,260.0,0.0,0.0
2017-12-21T03:00:00,39.0,260.0,0.0,0.0
2017-12-21T04:00:00,39.0,260.0,0.0,0.0
2017-12-21T05:00:00,39.0,260.0,0.0,0.0
2017-12-21T06:00:00,39.0,260.0,0.0,0.0
2017-12-21T07:00:00,39.0,260.0,0.0,0.0
2017-12-21T08:00:00,39.0,333.0,0.0,0.0
2017-12-21T09:00:00,39.0,296.5,0.0,0.0
2017-12-21T10:00:00,39.0,260.0,0.0,0.0
2017-12-21T11:00:00,39.0,260.0,0.0,0.0
2017-12-21T12:00:00,39.0,260.0,0.0,0.0
2017-12-21T13:00:00,39.0,260.0,0.0,0.0
2017-12-21T14:00:00,39.0,260.0,0.0,0.0
2017-12-21T15:00:00,41.0,260.0,0.0,0.0
2017-12-21T16:00:00,41.0,260.0,0.0,0.0
2017-12-21T17:00:00,53.0,260.0,0.0,0.0
2017-12-21T18:00:00,43.0,260.0,0.0,0.0
2017-12-21T19:00:00,48.0,260.0,0.0,0.0
2017-12-21T20:00:00,48.0,260.0,0.0,0.0
2017-12-21T21:00:00,50.0,260.0,0.0,0.0
2017-12-21T22:00:00,50.0,260.0,0.0,0.0
2017-12-21T23:00:00,50.0,260.0,0.0,0.0
2017-12-22T00:00:00,15.0,260.0,0.0,0.0
2017-12-22T01:00:00,15.0,260.0,0.0,0.0
2017-12-22T02:00:00,15.0,260.0,0.0,0.0
2017-12-22T03:00:00,15.0,260.0,0.0,0.0
2017-12-22T04:00:00,15.0,260.0,0.0,0.0
2017-12-22T05:00:00,15.0,260.0,0.0,0.0
2017-12-22T06:00:00,15.0,260.0,0.0,0.0
2017-12-22T07:00:00,15.0,260.0,0.0,0.0
2017-12-22T08:00:00,15.0,260.0,0.0,0.0
2017-12-22T09:00:00,15.0,260.0,0.0,0.0
2017-12-22T10:00:00,15.0,260.0,0.0,0.0
2017-12-22T11:00:00,15.0,260.0,0.0,0.0
2017-12-22T12:00:00,15.0,260.0,0.0,0.0
2017-12-22T13:00:00,15.0,260.0,0.0,0.0
2017-12-22T14:00:00,41.0,260.0,0.0,0.0
2017-12-22T15:00:00,39.0,260.0,0.0,0.0
2017-12-22T16:00:00,37.0,260.0,0.0,0.0
2017-12-22T17:00:00,37.0,260.0,0.0,0.0
2017-12-22T18:00:00,37.0,260.0,0.0,0.0
2017-12-22T19:00:00,37.0,260.0,0.0,0.0
2017-12-22T20:00:00,37.0,260.0,0.0,0.0
2017-12-22T21:00:00,37.0,260.0,0.0,0.0
2017-12-22T22:00:00,37.0,260.0,0.0,0.0
2017-12-22T23:00:00,37.0,260.0,0.0,0.0
2017-12-23T00:00:00,31.0,260.0,0.0,0.0
2017-12-23T01:00:00,31.0,260.0,0.0,0.0
2017-12-23T02:00:00,31.0,260.0,0.0,0.0
2017-12-23T03:00:00,31.0,260.0,0.0,0.0
2017-12-23T04:00:00,31.0,260.0,0.0,0.0
2017-12-23T05:00:00,31.0,260.0,0.0,0.0
2017-12-23T06:00:00,31.0,260.0,0.0,0.0
2017-12-23T07:00:00,31.0,260.0,0.0,0.0
2017-12-23T08:00:00,31.0,260.0,0.0,0.0
2017-12-23T09:00:00,31.0,260.0,0.0,0.0
2017-12-23T10:00:00,31.0,260.0,0.0,0.0
2017-12-23T11:00:00,31.0,260.0,0.0,0.0
2017-12-23T12:00:00,31.0,260.0,0.0,0.0
2017-12-23T13:00:00,14.5,260.0,0.0,0.0
2017-12-23T14:00:00,9.0,260.0,0.0,0.0
2017-12-23T15:00:00,9.0,260.0,0.0,0.0
2017-12-23T16:00:00,9.0,260.0,0.0,0.0
2017-12-23T17:00:00,9.0,260.0,0.0,0.0
2017-12-23T18:00:00,9.0,260.0,0.0,0.0
2017-12-23T19:00:00,9.0,260.0,0.0,0.0
2017-12-23T20:00:00,9.0,260.0,0.0,0.0
2017-12-23T21:00:00,9.0,260.0,0.0,0.0
2017-12-23T22:00:00,9.0,260.0,0.0,0.0
2017-12-23T23:00:00,9.0,260.0,0.0,0.0
2017-12-24T00:00:00,9.0,260.0,0.0,0.0
2017-12-24T01:00:00,9.0,260.0,0.0,0.0
2017-12-24T02:00:00,9.0,260.0,0.0,0.0
2017-12-24T03:00:00,9.0,260.0,0.0,0.0
2017-12-24T04:00:00,9.0,260.0,0.0,0.0
2017-12-24T05:00:00,9.0,260.0,0.0,0.0
2017-12-24T06:00:00,9.0,260.0,0.0,0.0
2017-12-24T07:00:00,9.0,260.0,0.0,0.0
2017-12-24T08:00:00,9.0,260.0,0.0,0.0
2017-12-24T09:00:00,9.0,260.0,0.0,0.0
2017-12-24T10:00:00,9.0,260.0,0.0,0.0
2017-12-24T11:00:00,9.0,260.0,0.0,0.0
2017-12-24T12:00:00,9.0,260.0,0.0,0.0
2017-12-24T13:00:00,9.0,260.0,0.0,0.0
2017-12-24T14:00:00,9.0,260.0,0.0,0.0
2017-12-24T15:00:00,9.0,260.0,0.0,0.0
2017-12-24T16:00:00,294.0,260.0,0.0,0.0
2017-12-24T17:00:00,294.0,260.0,0.0,0.0
2017-12-24T18:00:00,294.0,260.0,0.0,0.0
2017-12-24T19:00:00,294.0,260.0,0.0,0.0
2017-12-24T20:00:00,294.0,260.0,0.0,0.0
2017-12-24T21:00:00,294.0,260.0,0.0,0.0
2017-12-24T22:00:00,294.0,260.0,0.0,0.0
2017-12-24T23:00:00,294.0,260.0,0.0,0.0
2017-12-25T00:00:00,9.0,260.0,0.0,0.0
2017-12-25T01:00:00,9.0,260.0,0.0,0.0
2017-12-25T02:00:00,9.0,260.0,0.0,0.0
2017-12-25T03:00:00,9.0,260.0,0.0,0.0
2017-12-25T04:00:00,9.0,260.0,0.0,0.0
2017-12-25T05:00:00,9.0,260.0,0.0,0.0
2017-12-25T06:00:00,9.0,260.0,0.0,0.0
2017-12-25T07:00:00,9.0,260.0,0.0,0.0
2017-12-25T08:00:00,9.0,260.0,0.0,0.0
2017-12-25T09:00:00,9.0,260.0,0.0,0.0
2017-12-25T10:00:00,20.25,260.0,0.0,0.0
2017-12-25T11:00:00,9.0,260.0,0.0,0.0
2017-12-25T12:00:00,34.0,260.0,0.0,0.0
2017-12-25T13:00:00,34.0,260.0,0.0,0.0
2017-12-25T14:00:00,34.0,260.0,0.0,0.0
2017-12-25T15:00:00,34.0,260.0,0.0,0.0
2017-12-25T16:00:00,34.0,260.0,0.0,0.0
2017-12-25T17:00:00,34.0,260.0,0.0,0.0
2017-12-25T18:00:00,34.0,260.0,0.0,0.0
2017-12-25T19:00:00,34.0,260.0,0.0,0.0
2017-12-25T20:00:00,34.0,260.0,0.0,0.0
2017-12-25T21:00:00,34.0,260.0,0.0,0.0
2017-12-25T22:00:00,34.0,260.0,0.0,0.0
2017-12-25T23:00:00,34.0,260.0,0.0,0.0
2017-12-26T00:00:00,9.0,260.0,0.0,0.0
2017-12-26T01:00:00,9.0,260.0,0.0,0.0
2017-12-26T02:00:00,9.0,260.0,0.0,0.0
2017-12-26T03:00:00,9.0,260.0,0.0,0.0
2017-12-26T04:00:00,9.0,260.0,0.0,0.0
2017-12-26T05:00:00,9.0,260.0,0.0,0.0
2017-12-26T06:00:00,9.0,260.0,0.0,0.0
2017-12-26T07:00:00,9.0,260.0,0.0,0.0
2017-12-26T08:00:00,9.0,260.0,0.0,0.0
2017-12-26T09:00:00,9.0,260.0,0.0,0.0
2017-12-26T10:00:00,9.0,260.0,0.0,0.0
2017-12-26T11:00:00,9.0,260.0,0.0,0.0
2017-12-26T12:00:00,9.0,378.0,0.0,0.0
2017-12-26T13:00:00,9.0,378.0,0.0,0.0
2017-12-26T14:00:00,9.0,378.0,0.0,0.0
2017-12-26T15:00:00,9.0,378.0,0.0,0.0
2017-12-26T16:00:00,9.0,378.0,0.0,0.0
2017-12-26T17:00:00,9.0,378.0,0.0,0.0
2017-12-26T18:00:00,9.0,378.0,0.0,0.0
2017-12-26T19:00:00,9.0,378.0,0.0,0.0
2017-12-26T20:00:00,9.0,378.0,0.0,0.0
2017-12-26T21:00:00,9.0,378.0,0.0,0.0
2017-12-26T22:00:00,9.0,378.0,0.0,0.0
2017-12-26T23:00:00,9.0,378.0,0.0,0.0
2017-12-27T00:00:00,9.0,813.0,0.0,0.0
2017-12-27T01:00:00,9.0,813.0,0.0,0.0
2017-12-27T02:00:00,9.0,813.0,0.0,0.0
2017-12-27T03:00:00,9.0,813.0,0.0,0.0
2017-12-27T04:00:00,9.0,813.0,0.0,0.0
2017-12-27T05:00:00,9.0,813.0,0.0,0.0
2017-12-27T06:00:00,9.0,813.0,0.0,0.0
2017-12-27T07:00:00,9.0,813.0,0.0,0.0
2017-12-27T08:00:00,9.0,813.0,0.0,0.0
2017-12-27T09:00:00,9.0,813.0,0.0,0.0
2017-12-27T10:00:00,9.0,813.0,0.0,0.0
2017-12-27T11:00:00,9.0,813.0,0.0,0.0
2017-12-27T12:00:00,9.0,813.0,0.0,0.0
2017-12-27T13:00:00,9.0,813.0,0.0,0.0
2017-12-27T14:00:00,9.0,813.0,0.0,0.0
2017-12-27T15:00:00,9.0,813.0,0.0,0.0
2017-12-27T16:00:00,9.0,813.0,0.0,0.0
2017-12-27T17:00:00,9.0,813.0,0.0,0.0
2017-12-27T18:00:00,9.0,813.0,0.0,0.0
2017-12-27T19:00:00,9.0,813.0,0.0,0.0
2017-12-27T20:00:00,9.0,813.0,0.0,0.0
2017-12-27T21:00:00,9.0,813.0,0.0,0.0
2017-12-27T22:00:00,44.0,813.0,0.0,0.0
2017-12-27T23:00:00,44.0,813.0,0.0,0.0
2017-12-28T00:00:00,44.0,813.0,0.0,0.0
2017-12-28T01:00:00,44.0,813.0,0.0,0.0
2017-12-28T02:00:00,44.0,813.0,0.0,0.0
2017-12-28T03:00:00,44.0,813.0,0.0,0.0
2017-12-28T04:00:00,44.0,813.0,0.0,0.0
2017-12-28T05:00:00,44.0,813.0,0.0,0.0
2017-12-28T06:00:00,44.0,813.0,0.0,0.0
2017-12-28T07:00:00,44.0,813.0,0.0,0.0
2017-12-28T08:00:00,44.0,813.0,0.0,0.0
2017-12-28T09:00:00,44.0,813.0,0.0,0.0
2017-12-28T10:00:00,44.0,813.0,0.0,0.0
2017-12-28T11:00:00,44.0,813.0,0.0,0.0
2017-12-28T12:00:00,44.0,813.0,0.0,0.0
2017-12-28T13:00:00,44.0,813.0,0.0,0.0
2017-12-28T14:00:00,44.0,813.0,0.0,0.0
2017-12-28T15:00:00,44.0,813.0,0.0,0.0
2017-12-28T16:00:00,44.0,813.0,0.0,0.0
2017-12-28T17:00:00,44.0,813.0,0.0,0.0
2017-12-28T18:00:00,44.0,813.0,0.0,0.0
2017-12-28T19:00:00,44.0,813.0,0.0,0.0
2017-12-28T20:00:00,44.0,813.0,0.0,0.0
2017-12-28T21:00:00,44.0,813.0,0.0,0.0
2017-12-28T22:00:00,44.0,813.0,0.0,0.0
2017-12-28T23:00:00,44.0,813.0,0.0,0.0
2017-12-29T00:00:00,9.0,813.0,0.0,0.0
2017-12-29T01:00:00,9.0,813.0,0.0,0.0
2017-12-29T02:00:00,9.0,813.0,0.0,0.0
2017-12-29T03:00:00,9.0,813.0,0.0,0.0
2017-12-29T04:00:00,9.0,813.0,0.0,0.0
2017-12-29T05:00:00,9.0,813.0,0.0,0.0
2017-12-29T06:00:00,9.0,813.0,0.0,0.0
2017-12-29T07:00:00,9.0,813.0,0.0,0.0
2017-12-29T08:00:00,9.0,813.0,0.0,0.0
2017-12-29T09:00:00,9.0,813.0,0.0,0.0
2017-12-29T10:00:00,9.0,813.0,0.0,0.0
2017-12-29T11:00:00,17.0,813.0,0.0,0.0
2017-12-29T12:00:00,17.0,813.0,0.0,0.0
2017-12-29T13:00:00,9.0,813.0,0.0,0.0
2017-12-29T14:00:00,9.0,813.0,0.0,0.0
2017-12-29T15:00:00,9.0,813.0,0.0,0.0
2017-12-29T16:00:00,9.0,813.0,0.0,0.0
2017-12-29T17:00:00,9.0,813.0,0.0,0.0
2017-12-29T18:00:00,9.0,813.0,0.0,0.0
2017-12-29T19:00:00,24.0,813.0,0.0,0.0
2017-12-29T20:00:00,24.0,813.0,0.0,0.0
2017-12-29T21:00:00,24.0,813.0,0.0,0.0
2017-12-29T22:00:00,24.0,813.0,0.0,0.0
2017-12-29T23:00:00,24.0,595.5,0.0,0.0
2017-12-30T00:00:00,9.0,378.0,0.0,0.0
2017-12-30T01:00:00,9.0,378.0,0.0,0.0
2017-12-30T02:00:00,9.0,378.0,0.0,0.0
2017-12-30T03:00:00,9.0,378.0,0.0,0.0
2017-12-30T04:00:00,9.0,378.0,0.0,0.0
2017-12-30T05:00:00,9.0,378.0,0.0,0.0
2017-12-30T06:00:00,9.0,378.0,0.0,0.0
2017-12-30T07:00:00,9.0,378.0,0.0,0.0
2017-12-30T08:00:00,9.0,378.0,0.0,0.0
2017-12-30T09:00:00,9.0,378.0,0.0,0.0
2017-12-30T10:00:00,9.0,378.0,0.0,0.0
2017-12-30T11:00:00,9.0,378.0,0.0,0.0
2017-12-30T12:00:00,9.0,378.0,0.0,0.0
2017-12-30T13:00:00,9.0,378.0,0.0,0.0
2017-12-30T14:00:00,9.0,378.0,0.0,0.0
2017-12-30T15:00:00,9.0,378.0,0.0,0.0
2017-12-30T16:00:00,9.0,378.0,0.0,0.0
2017-12-30T17:00:00,9.0,378.0,0.0,0.0
2017-12-30T18:00:00,9.0,378.0,0.0,0.0
2017-12-30T19:00:00,9.0,378.0,0.0,0.0
2017-12-30T20:00:00,9.0,378.0,0.0,0.0
2017-12-30T21:00:00,9.0,378.0,0.0,0.0
2017-12-30T22:00:00,9.0,378.0,0.0,0.0
2017-12-30T23:00:00,9.0,378.0,0.0,0.0
2017-12-31T00:00:00,94.0,378.0,0.0,0.0
2017-12-31T01:00:00,30.25,378.0,0.0,0.0
2017-12-31T02:00:00,9.0,378.0,0.0,0.0
2017-12-31T03:00:00,9.0,378.0,0.0,0.0
2017-12-31T04:00:00,9.0,378.0,0.0,0.0
2017-12-31T05:00:00,9.0,378.0,0.0,0.0
2017-12-31T06:00:00,9.0,378.0,0.0,0.0
2017-12-31T07:00:00,9.0,378.0,0.0,0.0
2017-12-31T08:00:00,9.0,378.0,0.0,0.0
2017-12-31T09:00:00,9.0,378.0,0.0,0.0
2017-12-31T10:00:00,9.0,378.0,0.0,0.0
2017-12-31T11:00:00,9.0,378.0,0.0,0.0
2017-12-31T12:00:00,9.0,378.0,0.0,0.0
2017-12-31T13:00:00,9.0,378.0,0.0,0.0
2017-12-31T14:00:00,9.0,378.0,0.0,0.0
2017-12-31T15:00:00,9.0,378.0,0.0,0.0
2017-12-31T16:00:00,9.0,378.0,0.0,0.0
2017-12-31T17:00:00,9.0,378.0,0.0,0.0
2017-12-31T18:00:00,9.0,378.0,0.0,0.0
2017-12-31T19:00:00,9.0,378.0,0.0,0.0
2017-12-31T20:00:00,11.0,378.0,0.0,0.0
2017-12-31T21:00:00,107.5,378.0,0.0,0.0
2017-12-31T22:00:00,127.0,378.0,0.0,0.0
2017-12-31T23:00:00,127.0,378.0,0.0,0.0
2018-01-01T00:00:00,127.0,378.0,0.0,0.0
2018-01-01T01:00:00,117.0,378.0,10.0,0.0
2018-01-01T02:00:00,127.0,378.0,0.0,0.0
2018-01-01T03:00:00,127.0,378.0,0.0,0.0
2018-01-01T04:00:00,127.0,378.0,0.0,0.0
2018-01-01T05:00:00,127.0,378.0,0.0,0.0
2018-01-01T06:00:00,127.0,378.0,0.0,0.0
2018-01-01T07:00:00,127.0,378.0,0.0,0.0
2018-01-01T08:00:00,127.0,378.0,0.0,0.0
2018-01-01T09:00:00,127.0,378.0,0.0,0.0
2018-01-01T10:00:00,127.0,378.0,0.0,0.0
2018-01-01T11:00:00,127.0,378.0,0.0,0.0
2018-01-01T12:00:00,127.0,378.0,0.0,0.0
2018-01-01T13:00:00,127.0,378.0,0.0,0.0
2018-01-01T14:00:00,127.0,378.0,0.0,0.0
2018-01-01T15:00:00,108.0,378.0,4.0,0.0
2018-01-01T16:00:00,104.0,378.0,0.0,0.0
2018-01-01T17:00:00,104.0,378.0,0.0,0.0
2018-01-01T18:00:00,84.0,378.0,0.0,0.0
2018-01-01T19:00:00,84.0,378.0,0.0,0.0
2018-01-01T20:00:00,84.0,378.0,0.0,0.0
2018-01-01T21:00:00,84.0,378.0,0.0,0.0
2018-01-01T22:00:00,84.0,378.0,0.0,0.0
2018-01-01T23:00:00,84.0,378.0,0.0,0.0
2018-01-02T00:00:00,9.0,378.0,0.0,0.0
2018-01-02T01:00:00,9.0,378.0,0.0,0.0
2018-01-02T02:00:00,9.0,378.0,0.0,0.0
2018-01-02T03:00:00,9.0,378.0,0.0,0.0
2018-01-02T04:00:00,9.0,378.0,0.0,0.0
2018-01-02T05:00:00,9.0,378.0,0.0,0.0
2018-01-02T06:00:00,9.0,378.0,0.0,0.0
2018-01-02T07:00:00,9.0,319.0,0.0,0.0
2018-01-02T08:00:00,9.0,260.0,0.0,0.0
2018-01-02T09:00:00,9.0,260.0,0.0,0.0
2018-01-02T10:00:00,9.0,260.0,0.0,0.0
2018-01-02T11:00:00,9.0,260.0,0.0,0.0
2018-01-02T12:00:00,9.0,260.0,0.0,0.0
2018-01-02T13:00:00,9.0,260.0,0.0,0.0
2018-01-02T14:00:00,9.0,260.0,0.0,0.0
2018-01-02T15:00:00,9.0,260.0,0.0,0.0
2018-01-02T16:00:00,9.0,260.0,0.0,0.0
2018-01-02T17:00:00,9.0,260.0,0.0,0.0
2018-01-02T18:00:00,9.0,260.0,0.0,0.0
2018-01-02T19:00:00,9.0,260.0,0.0,0.0
2018-01-02T20:00:00,13.0,260.0,0.0,0.0
2018-01-02T21:00:00,13.0,260.0,0.0,0.0
2018-01-02T22:00:00,13.0,260.0,0.0,0.0
2018-01-02T23:00:00,13.0,260.0,0.0,0.0
2018-01-03T00:00:00,13.0,260.0,0.0,0.0
2018-01-03T01:00:00,13.0,260.0,0.0,0.0
2018-01-03T02:00:00,13.0,260.0,0.0,0.0
2018-01-03T03:00:00,13.0,260.0,0.0,0.0
2018-01-03T04:00:00,13.0,260.0,0.0,0.0
2018-01-03T05:00:00,13.0,260.0,0.0,0.0
2018-01-03T06:00:00,13.0,260.0,0.0,0.0
2018-01-03T07:00:00,13.0,260.0,0.0,0.0
2018-01-03T08:00:00,13.0,260.0,0.0,0.0
2018-01-03T09:00:00,13.0,260.0,0.0,0.0
2018-01-03T10:00:00,13.0,260.0,0.0,0.0
2018-01-03T11:00:00,13.0,260.0,0.0,0.0
2018-01-03T12:00:00,13.0,260.0,0.0,0.0
2018-01-03T13:00:00,13.0,260.0,0.0,0.0
2018-01-03T14:00:00,13.0,260.0,0.0,0.0
2018-01-03T15:00:00,13.0,260.0,0.0,0.0
2018-01-03T16:00:00,13.0,260.0,0.0,0.0
2018-01-03T17:00:00,298.0,260.0,0.0,0.0
2018-01-03T18:00:00,298.0,260.0,0.0,0.0
2018-01-03T19:00:00,298.0,260.0,0.0,0.0
2018-01-03T20:00:00,298.0,260.0,0.0,0.0
2018-01-03T21:00:00,298.0,260.0,0.0,0.0
2018-01-03T22:00:00,298.0,260.0,0.0,0.0
2018-01-03T23:00:00,298.0,260.0,0.0,0.0
2018-01-04T00:00:00,24.0,260.0,0.0,0.0
2018-01-04T01:00:00,24.0,260.0,0.0,0.0
2018-01-04T02:00:00,24.0,260.0,0.0,0.0
2018-01-04T03:00:00,24.0,260.0,0.0,0.0
2018-01-04T04:00:00,24.0,260.0,0.0,0.0
2018-01-04T05:00:00,24.0,260.0,0.0,0.0
2018-01-04T06:00:00,424.0,260.0,0.0,0.0
2018-01-04T07:00:00,424.0,260.0,0.0,0.0
2018-01-04T08:00:00,29.0,260.0,0.0,0.0
2018-01-04T09:00:00,29.0,260.0,0.0,0.0
2018-01-04T10:00:00,29.0,260.0,0.0,0.0
2018-01-04T11:00:00,29.0,260.0,0.0,0.0
2018-01-04T12:00:00,29.0,260.0,0.0,0.0
2018-01-04T13:00:00,29.0,260.0,0.0,0.0
2018-01-04T14:00:00,29.0,260.0,0.0,0.0
2018-01-04T15:00:00,29.0,260.0,0.0,0.0
2018-01-04T16:00:00,44.0,260.0,0.0,0.0
2018-01-04T17:00:00,44.0,260.0,0.0,0.0
2018-01-04T18:00:00,44.0,260.0,0.0,0.0
2018-01-04T19:00:00,33.0,260.0,0.0,0.0
2018-01-04T20:00:00,33.0,260.0,0.0,0.0
2018-01-04T21:00:00,33.0,260.0,0.0,0.0
2018-01-04T22:00:00,33.0,260.0,0.0,0.0
2018-01-04T23:00:00,33.0,260.0,0.0,0.0
2018-01-05T00:00:00,16.0,260.0,0.0,0.0
2018-01-05T01:00:00,14.5,260.0,0.0,0.0
2018-01-05T02:00:00,14.0,260.0,0.0,0.0
2018-01-05T03:00:00,14.0,260.0,0.0,0.0
2018-01-05T04:00:00,14.0,260.0,0.0,0.0
2018-01-05T05:00:00,14.0,260.0,0.0,0.0
2018-01-05T06:00:00,11.5,260.0,0.0,0.0
2018-01-05T07:00:00,9.0,260.0,0.0,0.0
2018-01-05T08:00:00,9.0,260.0,0.0,0.0
2018-01-05T09:00:00,9.0,260.0,0.0,0.0
2018-01-05T10:00:00,9.0,260.0,0.0,0.0
2018-01-05T11:00:00,9.0,260.0,0.0,0.0
2018-01-05T12:00:00,9.0,260.0,0.0,0.0
2018-01-05T13:00:00,9.0,260.0,0.0,0.0
2018-01-05T14:00:00,9.0,260.0,0.0,0.0
2018-01-05T15:00:00,9.0,260.0,0.0,0.0
2018-01-05T16:00:00,9.0,260.0,0.0,0.0
2018-01-05T17:00:00,9.0,260.0,0.0,0.0
2018-01-05T18:00:00,9.0,260.0,0.0,0.0
2018-01-05T19:00:00,9.0,260.0,0.0,0.0
2018-01-05T20:00:00,9.0,260.0,0.0,0.0
2018-01-05T21:00:00,9.0,260.0,0.0,0.0
2018-01-05T22:00:00,9.0,260.0,0.0,0.0
2018-01-05T23:00:00,9.0,260.0,0.0,0.0
2018-01-06T00:00:00,9.0,260.0,0.0,0.0
2018-01-06T01:00:00,9.0,260.0,0.0,0.0
2018-01-06T02:00:00,9.0,260.0,0.0,0.0
2018-01-06T03:00:00,9.0,260.0,0.0,0.0
2018-01-06T04:00:00,9.0,260.0,0.0,0.0
2018-01-06T05:00:00,9.0,260.0,0.0,0.0
2018-01-06T06:00:00,9.0,260.0,0.0,0.0
2018-01-06T07:00:00,9.0,260.0,0.0,0.0
2018-01-06T08:00:00,9.0,260.0,0.0,0.0
2018-01-06T09:00:00,9.0,260.0,0.0,0.0
2018-01-06T10:00:00,9.0,260.0,0.0,0.0
2018-01-06T11:00:00,9.0,260.0,0.0,0.0
2018-01-06T12:00:00,9.0,260.0,0.0,0.0
2018-01-06T13:00:00,9.0,260.0,0.0,0.0
